Date,Open,High,Low,Close,TickVolume,EMA12,EMA26,SMA20,SMA200,MidPrice,TypicalPrice,Range,Trend,Return,R_CloToClo,Diff-20,Diff-200,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Width,ZScore_20,Stoch_%K,Stoch_%D,Volatility_20,TrueRange,ATR,Momentum_10,ROC_10,DayOfWeek,DayOfMonth,Month
2012-02-01,12633.0,12785.0,12633.0,12717.0,22003,12634.75,12494.06,12566.8,11977.87,12709.0,12711.666666666666,152.0,84.0,0.006649251959154595,0.006649251959154556,66.20000000000073,655.1299999999992,68.93617021276596,75.12280554247627,68.08060263669793,7.042202905778339,12837.2192456558,12296.380754344198,540.8384913116024,1.1108676798187695,76.41509433962264,67.16981132075472,135.20962282790046,152.0,127.21428571428571,138.0,0.010970665394705462,2,1,2
2012-02-02,12717.0,12742.0,12677.0,12706.0,12056,12645.71,12509.76,12581.2,11980.39,12709.5,12708.333333333334,65.0,-11.0,-0.0008649838798458756,-0.0008649838798459042,135.79999999999927,736.6100000000006,66.90647482014388,74.61615289740075,69.3877126888385,5.2284402085622474,12848.915166784245,12313.484833215756,535.430333568489,0.9323341781422324,74.33962264150942,70.44025157232703,133.85758339212185,65.0,124.78571428571429,82.0,0.006495564005069708,3,2,2
2012-02-03,12705.0,12870.0,12705.0,12862.0,17280,12678.98,12535.85,12603.55,11983.37,12787.5,12812.333333333334,165.0,157.0,0.012357339630066903,0.012277664095702745,101.45000000000073,721.6299999999992,77.43142144638404,85.81332073504927,72.67283429808066,13.140486436968615,12887.015378931239,12320.08462106876,566.9307578624794,1.823503109793831,98.2102908277405,82.98833593629085,141.73268946561961,165.0,125.21428571428571,141.0,0.01108403427403506,4,3,2
2012-02-06,12861.0,12861.0,12794.0,12845.0,11914,12704.53,12558.75,12627.85,11985.32,12827.5,12833.333333333334,67.0,-16.0,-0.001244071223077521,-0.0013217229046804668,233.14999999999964,875.6800000000003,73.91304347826087,92.2519756422098,76.58866256690649,15.663313075303307,12906.326513230564,12349.373486769437,556.9530264611276,1.559557016000208,93.99038461538461,88.8467660282115,139.2382566152815,68.0,119.21428571428571,136.0,0.010701077976237311,0,6,2
2012-02-07,12844.0,12903.0,12782.0,12878.0,20846,12731.21,12582.4,12652.15,11987.18,12842.5,12854.333333333334,121.0,34.0,0.0026471504204297726,0.002569093032308345,191.85000000000036,856.8199999999997,71.51079136690647,98.87767990688553,81.04646603490231,17.831213871983223,12928.783350350812,12375.516649649187,553.2667007016244,1.6328472305569026,93.31550802139037,95.1720611548385,138.316675175406,121.0,118.64285714285714,203.0,0.01601577909270217,1,7,2
2012-02-08,12866.0,12894.0,12818.0,12884.0,13375,12754.72,12604.74,12673.2,11989.2,12856.0,12865.333333333334,76.0,18.0,0.001399036219493238,0.0004659108557230063,192.79999999999927,876.7999999999993,69.8170731707317,103.42058005833132,85.52128883958811,17.899291218743215,12953.280138907645,12393.119861092357,560.1602778152883,1.505283457957079,94.91978609625669,94.07522624434388,140.04006945382238,76.0,119.57142857142857,127.0,0.009955318648585091,2,8,2
2012-02-09,12884.0,12924.0,12846.0,12890.0,15056,12775.53,12625.87,12695.2,11990.67,12885.0,12886.666666666666,78.0,6.0,0.00046569388388699164,0.0004656938838869529,188.79999999999927,893.3299999999999,64.95575221238938,106.27988268344416,89.67300760835933,16.60687507508483,12970.54368953804,12419.85631046196,550.6873790760801,1.4149588852159782,91.39240506329114,93.20923306031273,137.67184476901966,78.0,118.0,156.0,0.012250667504319145,3,9,2
2012-02-10,12890.0,12890.0,12744.0,12802.0,20383,12779.6,12638.92,12711.75,11991.23,12817.0,12812.0,146.0,-88.0,-0.00682699767261443,-0.00682699767261441,178.25,898.7700000000004,57.25429017160686,100.28896727367828,91.79619954142312,8.49276773225516,12969.587055848107,12453.912944151893,515.6741116962148,0.7000545340788136,69.11392405063292,85.14203840339358,128.9185279240538,146.0,121.42857142857143,141.0,0.011136561093120606,4,10,2
2012-02-13,12799.0,12888.0,12799.0,12874.0,10272,12794.13,12656.33,12734.35,11991.78,12843.5,12853.666666666666,89.0,75.0,0.005859832799437456,0.0056241212310577104,64.64999999999964,807.2199999999993,64.65390279823269,100.19592565891799,93.4761447649221,6.719780893995889,12962.816074874192,12505.883925125809,456.9321497483834,1.2225009781158935,87.34177215189874,82.61603375527426,114.23303743709624,89.0,120.92857142857143,220.0,0.01738580685949107,0,13,2
2012-02-14,12872.0,12879.0,12787.0,12879.0,17740,12807.18,12672.82,12754.2,11992.13,12833.0,12848.333333333334,92.0,7.0,0.0005438160348042263,0.0003883796799750705,117.79999999999927,879.8700000000008,60.1328903654485,99.38005629511463,94.6569270709606,4.723129224154022,12958.004447035824,12550.395552964177,407.6088940716472,1.2247034038277131,88.60759493670885,81.68776371308017,101.902223517912,92.0,113.28571428571429,246.0,0.019472809308952743,1,14,2
2012-02-15,12865.0,12900.0,12754.0,12781.0,20801,12803.16,12680.84,12764.3,11992.0,12827.0,12811.666666666666,146.0,-84.0,-0.006529343179168286,-0.007609286435282248,100.70000000000073,873.0,53.4711964549483,89.79064233435747,93.68367012363998,-3.893027789282513,12950.836408186033,12577.763591813966,373.0728163720669,0.17905351735244943,63.79746835443038,79.915611814346,93.26820409301652,146.0,113.21428571428571,64.0,0.00503263348273964,2,15,2
2012-02-16,12780.0,12914.0,12780.0,12904.0,14458,12818.67,12697.37,12778.3,11992.48,12847.0,12866.0,134.0,124.0,0.00970266040688576,0.009623660120491317,1.7000000000007276,787.5200000000004,66.71251719394773,91.06627934704738,93.16019196832147,-2.093912621274086,12962.515091672747,12594.084908327251,368.4301833454956,1.364709035058895,94.9367088607595,82.44725738396625,92.10754583637386,134.0,115.42857142857143,198.0,0.015583189044545883,3,16,2
