Date,Open,High,Low,Close,TickVolume,EMA12,EMA26,SMA20,SMA200
2015-07-07,17685,17793,17466,17777,92656,17809.28,17888.55,17884.9,17692.46
2015-07-08,17759,17759,17496,17515,94523,17764.01,17860.88,17872.4,17693.63
2015-07-09,17530,17764,17530,17549,88941,17730.93,17837.78,17849.85,17695.51
2015-07-10,17561,17797,17561,17761,67616,17735.55,17832.09,17835.95,17699.04
2015-07-13,17787,17988,17787,17978,45641,17772.85,17842.9,17839.9,17702.88
2015-07-14,17975,18072,17957,18054,25614,17816.11,17858.54,17853.05,17708.42
2015-07-15,18053,18090,18010,18051,38540,17852.24,17872.79,17860.4,17713.1
2015-07-16,18078,18131,18065,18120,32434,17893.44,17891.11,17869.6,17718.34
2015-07-17,18118,18122,18032,18086,26878,17923.06,17905.54,17868.1,17723.56
2015-07-20,18086,18137,18065,18101,35488,17950.44,17920.02,17872.35,17730.05
2015-07-21,18097,18097,17868,17919,47979,17945.6,17919.94,17862.3,17735.64
2015-07-22,17918,17919,17807,17851,43189,17931.05,17914.84,17847.65,17739.85
2015-07-23,17854,17861,17705,17732,49545,17900.42,17901.29,17835.9,17743.55
2015-07-24,17731,17756,17554,17568,48632,17849.28,17876.61,17819.8,17747.79
2015-07-27,17562,17562,17399,17441,61822,17786.47,17844.34,17794.5,17750.02
2015-07-28,17450,17650,17450,17630,45700,17762.4,17828.46,17796.15,17754.88
2015-07-29,17631,17777,17629,17752,50347,17760.8,17822.8,17802.8,17760.92
2015-07-30,17743,17761,17641,17746,45507,17758.52,17817.11,17802.2,17768.04
2015-07-31,17756,17784,17672,17690,46798,17747.98,17807.69,17800.2,17774.92
2015-08-03,17697,17705,17496,17598,59156,17724.91,17792.16,17795.95,17782.2
2015-08-04,17597,17636,17506,17551,54007,17698.15,17774.3,17784.65,17789.37
2015-08-05,17555,17662,17493,17541,57029,17673.97,17757.02,17785.95,17795.18
2015-08-06,17543,17572,17363,17420,59801,17634.9,17732.05,17779.5,17800.28
2015-08-07,17415,17415,17279,17373,50878,17594.61,17705.46,17760.1,17804.07
2015-08-10,17375,17629,17375,17615,43318,17597.75,17698.75,17741.95,17809.84
2015-08-11,17594,17594,17353,17403,64425,17567.78,17676.85,17709.4,17813.46
2015-08-12,17383,17424,17126,17402,93110,17542.28,17656.49,17676.95,17816.45
2015-08-13,17402,17482,17342,17408,53908,17521.62,17638.08,17641.35,17819.4
2015-08-14,17410,17493,17394,17477,45470,17514.76,17626.15,17610.9,17821.75
2015-08-17,17473,17551,17342,17546,53983,17519.56,17620.21,17583.15,17824.61
2015-08-18,17537,17568,17486,17512,49457,17518.4,17612.2,17562.8,17826.2
2015-08-19,17509,17517,17282,17349,92658,17492.34,17592.7,17537.7,17825.99
2015-08-20,17345,17345,16990,16990,83860,17415.06,17548.06,17500.6,17824.11
2015-08-21,16991,16991,16460,16460,139361,17268.12,17467.46,17445.2,17819.49
2015-08-24,16460,16460,15371,15872,422615,17053.34,17349.28,17366.75,17811.42
2015-08-25,15882,16313,15651,15666,192621,16839.9,17224.59,17268.55,17801.98
2015-08-26,15676,16304,15676,16286,191470,16754.68,17155.06,17195.25,17795.54
2015-08-27,16286,16667,16286,16655,161597,16739.35,17118.02,17140.7,17790.74
2015-08-28,16649,16670,16536,16643,99740,16724.53,17082.84,17088.35,17785.88
2015-08-31,16632,16632,16444,16528,93589,16694.29,17041.74,17034.85,17780.47
2015-09-01,16528,16528,15980,16058,152647,16596.4,16968.87,16960.2,17772.49
2015-09-02,16058,16352,16058,16351,108366,16558.65,16923.1,16900.7,17766.07
2015-09-03,16364,16550,16317,16374,95547,16530.24,16882.43,16848.4,17759.7
2015-09-04,16372,16372,16027,16103,106673,16464.51,16824.69,16784.9,17751.78
2015-09-08,16110,16503,16110,16492,90036,16468.74,16800.05,16728.75,17745.81
2015-09-09,16505,16665,16220,16253,92219,16435.55,16759.52,16671.25,17738.48
2015-09-10,16253,16442,16213,16330,100235,16419.31,16727.71,16617.65,17731.08
2015-09-11,16330,16435,16244,16433,66308,16421.42,16705.88,16568.9,17724.15
2015-09-14,16451,16451,16331,16371,61889,16413.66,16681.07,16513.6,17716.93
2015-09-15,16383,16644,16383,16600,52699,16442.33,16675.07,16466.3,17710.79
2015-09-16,16600,16756,16594,16740,53283,16488.12,16679.88,16427.7,17705.35
2015-09-17,16738,16934,16640,16675,134214,16516.87,16679.52,16394,17699.84
2015-09-18,16675,16675,16344,16385,111918,16496.59,16657.7,16363.75,17692.36
2015-09-21,16406,16578,16392,16510,84082,16498.65,16646.76,16366.25,17685.35
2015-09-22,16477,16477,16222,16331,65445,16472.86,16623.37,16389.2,17677.5
2015-09-23,16333,16355,16212,16280,71499,16443.19,16597.93,16419.9,17669.11
2015-09-24,16257,16257,16016,16201,90361,16405.93,16568.53,16415.65,17660.85
2015-09-25,16205,16465,16205,16315,90686,16391.94,16549.75,16398.65,17653.42
2015-09-28,16313,16313,15982,16001,94136,16331.79,16509.1,16366.55,17645.76
2015-09-29,16002,16119,15943,16049,101866,16288.29,16475.02,16342.6,17638.02
2015-09-30,16057,16297,16057,16285,88234,16287.78,16460.95,16353.95,17633.04
2015-10-01,16279,16349,16074,16272,107974,16285.35,16446.95,16350,17628.5
2015-10-02,16258,16472,16013,16472,104568,16314.07,16448.81,16354.9,17625.51
2015-10-05,16502,16798,16502,16776,58925,16385.13,16473.04,16388.55,17622.61
2015-10-06,16774,16865,16746,16790,82561,16447.42,16496.52,16403.45,17617.67
2015-10-07,16805,16963,16765,16912,86044,16518.9,16527.3,16436.4,17613.2
2015-10-08,16904,17082,16859,17051,64643,16600.76,16566.09,16472.45,17608.66
2015-10-09,17055,17111,17027,17085,46030,16675.26,16604.53,16505.05,17603.96
2015-10-12,17082,17139,17064,17132,30877,16745.52,16643.6,16543.1,17599.47
2015-10-13,17114,17173,17035,17082,60877,16797.29,16676.07,16567.2,17594.62
2015-10-14,17079,17111,16888,16925,70160,16816.94,16694.51,16576.45,17589.05
2015-10-15,16945,17145,16934,17142,64470,16866.95,16727.66,16599.8,17584.84
2015-10-16,17142,17220,17107,17216,51695,16920.65,16763.83,16641.35,17581.81
2015-10-19,17209,17236,17129,17231,46797,16968.39,16798.44,16677.4,17578.8
2015-10-20,17228,17264,17148,17218,49851,17006.8,16829.52,16721.75,17577.38
2015-10-21,17226,17315,17153,17169,64580,17031.75,16854.66,16766.2,17576.37
2015-10-22,17181,17506,17181,17490,69684,17102.25,16901.73,16830.65,17575.9
2015-10-23,17525,17679,17525,17647,57901,17186.06,16956.93,16897.25,17574.59
2015-10-26,17650,17661,17603,17623,35378,17253.28,17006.27,16978.35,17574.02
2015-10-27,17609,17635,17541,17581,54345,17303.7,17048.84,17054.95,17573.72
2015-10-28,17587,17780,17556,17780,73868,17376.98,17103,17129.7,17574.55
2015-10-29,17772,17786,17685,17756,42600,17435.29,17151.37,17203.9,17576.2
2015-10-30,17757,17800,17663,17664,53203,17470.47,17189.34,17263.5,17577.92
2015-11-02,17673,17846,17655,17829,43621,17525.63,17236.73,17316.15,17579.5
2015-11-03,17820,17978,17796,17918,40864,17586,17287.19,17372.55,17581.52
2015-11-04,17930,17965,17829,17867,64535,17629.23,17330.14,17420.3,17583.08
2015-11-05,17871,17929,17779,17864,56725,17665.35,17369.69,17460.95,17583.33
2015-11-06,17855,17912,17768,17911,82539,17703.14,17409.78,17502.25,17584.52
2015-11-09,17901,17901,17667,17730,68765,17707.27,17433.5,17532.15,17584.78
2015-11-10,17724,17769,17658,17759,48900,17715.23,17457.61,17566,17586.63
2015-11-11,17770,17808,17697,17703,49649,17713.35,17475.79,17604.9,17589.19
2015-11-12,17692,17692,17443,17448,77702,17672.53,17473.73,17620.2,17589.35
2015-11-13,17439,17439,17239,17245,70519,17606.75,17456.79,17621.65,17589.75
2015-11-16,17230,17479,17210,17475,55109,17586.48,17458.14,17633.85,17590.32
2015-11-17,17507,17599,17449,17487,17175,17571.18,17460.28,17647.3,17589.42
2015-11-18,17533,17750,17532,17735,14663,17596.38,17480.63,17675.6,17589.73
2015-11-19,17697,17771,17686,17733,11251,17617.4,17499.32,17687.75,17588.97
2015-11-20,17818,17914,17784,17821,10990,17648.72,17523.15,17696.45,17588.95
2015-11-23,17816,17866,17747,17788,9047,17670.15,17542.77,17704.7,17589.25
2015-11-24,17699,17861,17680,17816,12156,17692.59,17563.01,17716.45,17588.98
2015-11-25,17842,17853,17797,17813,7989,17711.11,17581.52,17718.1,17588.74
2015-11-26,17836,17903,17833,17867,6200,17735.1,17602.67,17723.65,17588.21
2015-11-27,17800,17831,17743,17792,13900,17743.85,17616.7,17730.05,17587.07
2015-11-30,17796,17867,17719,17729,15389,17741.57,17625.01,17725.05,17585.48
2015-12-01,17823,17894,17768,17886,16415,17763.79,17644.35,17723.45,17584.76
2015-12-02,17905,17916,17705,17728,22212,17758.28,17650.54,17716.5,17583.47
2015-12-03,17788,17881,17421,17478,38747,17715.16,17637.76,17697.2,17580.15
2015-12-04,17521,17869,17459,17845,33274,17735.14,17653.11,17693.9,17578.79
2015-12-07,17815,17880,17637,17731,33875,17734.5,17658.88,17693.95,17576.4
2015-12-08,17699,17731,17481,17570,34265,17709.19,17652.3,17684.5,17573.12
2015-12-09,17601,17769,17398,17491,44985,17675.62,17640.35,17673.9,17569.51
2015-12-10,17509,17701,17458,17577,39042,17660.45,17635.66,17680.35,17566.73
2015-12-11,17588,17612,17228,17262,39662,17599.15,17607.98,17681.2,17561.6
2015-12-14,17339,17400,17136,17375,47450,17564.67,17590.72,17676.2,17557.46
2015-12-15,17360,17630,17345,17533,35039,17559.79,17586.45,17678.5,17554.64
2015-12-16,17588,17786,17480,17750,43391,17589.06,17598.56,17679.25,17552.71
2015-12-17,17715,17818,17497,17505,39400,17576.13,17591.63,17667.85,17550.95
2015-12-18,17400,17459,17124,17126,46146,17506.88,17557.14,17633.1,17546.6
2015-12-21,17172,17279,17114,17254,32607,17467.97,17534.68,17606.4,17544.55
2015-12-22,17315,17451,17200,17418,33894,17460.28,17526.04,17586.5,17543.47
2015-12-23,17439,17605,17438,17602,20800,17482.09,17531.67,17575.95,17542
2015-12-24,17551,17585,17537,17576,1643,17496.53,17534.95,17561.4,17541.14
2015-12-28,17541,17548,17432,17523,18702,17500.61,17534.07,17547.95,17538.87
2015-12-29,17559,17748,17550,17717,13855,17533.9,17547.62,17547.35,17538.21
2015-12-30,17716,17724,17584,17599,14642,17543.91,17551.42,17533,17535.82
2015-12-31,17624,17627,17600,17603,1220,17553,17555.24,17526.75,17534.04
2016-01-04,17259,17271,16955,17148,45104,17490.7,17525.08,17510.25,17529.14
2016-01-05,17206,17213,17037,17160,38041,17439.82,17498.03,17476,17524.36
2016-01-06,17036,17073,16814,16907,43855,17357.85,17454.25,17434.8,17518.84
2016-01-07,16655,16806,16460,16513,60028,17227.87,17384.53,17381.95,17512.81
2016-01-08,16682,16758,16314,16341,63852,17091.43,17307.23,17324.45,17506.13
2016-01-11,16262,16462,16229,16396,56876,16984.44,17239.73,17265.4,17499.54
2016-01-12,16297,16591,16267,16513,60964,16911.91,17185.9,17227.95,17492.23
2016-01-13,16558,16626,16119,16150,60626,16794.69,17109.17,17166.7,17484.1
2016-01-14,16244,16482,16073,16368,65735,16729.05,17054.27,17108.45,17477.44
2016-01-15,16206,16268,15841,15984,73395,16614.43,16974.99,17020.15,17468.54
2016-01-18,16074,16140,15959.5,15999.5,27711,16519.82,16902.73,16944.88,17459.13
2016-01-19,16165.5,16276.7,15895.7,16010.5,57226,16441.46,16836.64,16889.1,17449.81
2016-01-20,15709.7,15901.7,15451.5,15770.5,83446,16338.24,16757.67,16814.93,17439.15
2016-01-21,15710.7,16043.5,15648.5,15880.5,87048,16267.82,16692.69,16738.05,17428.76
2016-01-22,16014.7,16137.7,15975.5,16095.7,47634,16241.34,16648.47,16662.74,17418.94
2016-01-25,16089.7,16094.7,15881.5,15887.5,43451,16186.9,16592.1,16578.31,17408.5
2016-01-26,15810.7,16186.5,15724.5,16170.5,46555,16184.38,16560.87,16510.69,17399.16
2016-01-27,16121.5,16233.7,15872.5,15940.7,52932,16146.89,16514.93,16421.87,17388.3
2016-01-28,15951.7,16138.5,15856.51,16065.5,62242,16134.37,16481.64,16345.2,17378.1
2016-01-29,16206.7,16451.7,16134,16451.7,43349,16183.19,16479.42,16287.63,17371.23
2016-02-01,16433.7,16509.7,16294.5,16442.5,41760,16223.08,16476.69,16252.36,17363.27
2016-02-02,16375.7,16385.7,16107.7,16158.5,40102,16213.15,16453.12,16202.28,17354.31
2016-02-03,16151.7,16382.7,15956.5,16335.5,64075,16231.97,16444.41,16173.71,17345.8
2016-02-04,16434.5,16484.7,16204.7,16415.7,61298,16260.24,16442.28,16168.84,17337.58
2016-02-05,16391.7,16460.7,16127.5,16199.7,61556,16250.92,16424.31,16161.78,17328.18
2016-02-08,16266.7,16269.5,15799.7,16028.5,62631,16216.7,16394.99,16143.4,17318.14
2016-02-09,15930,16135.7,15839.7,16016.7,67724,16185.93,16366.97,16118.59,17307.67
2016-02-10,15983.5,16199.7,15894.5,15911.7,63095,16143.74,16333.25,16106.67,17297.05
2016-02-11,15842.7,15857.7,15500.5,15652.7,77820,16068.2,16282.84,16070.91,17286.11
2016-02-12,15652.5,15970.5,15650.5,15968.5,47108,16052.86,16259.55,16070.13,17275.83
2016-02-15,16127.5,16216.7,16091.5,16152.2,18853,16068.14,16251.6,16077.77,17266.24
2016-02-16,16214.2,16229,16024,16186,41107,16086.28,16246.74,16086.54,17257.53
2016-02-17,16134,16486.2,16108,16449,33075,16142.08,16261.72,16120.47,17250.57
2016-02-18,16456.2,16547.2,16387,16409.2,32125,16183.17,16272.65,16146.9,17243
2016-02-19,16450,16469.2,16274,16386,35988,16214.38,16281.04,16161.42,17233.97
2016-02-22,16465,16662,16460.2,16613,26567,16275.7,16305.63,16197.69,17226.51
2016-02-23,16525.2,16601,16401,16430,32264,16299.44,16314.85,16210.67,17218.32
2016-02-24,16426,16508,16163,16485,42062,16327.99,16327.45,16237.88,17210.44
2016-02-25,16447,16698,16426,16696,38422,16384.61,16354.75,16269.41,17202.66
2016-02-26,16706,16843,16620,16635,35815,16423.13,16375.51,16278.57,17194.47
2016-02-29,16540,16725,16495,16511,36727,16436.65,16385.54,16282,17185.53
2016-03-01,16535,16864,16531,16856,32990,16501.16,16420.39,16316.87,17178.25
2016-03-02,16911,16915,16763,16892,33588,16561.29,16455.33,16344.7,17171.29
2016-03-03,16896,16941,16816,16940,25802,16619.55,16491.23,16370.91,17164.56
2016-03-04,16937,17061,16896,17006,30229,16679.01,16529.36,16411.23,17158.43
2016-03-07,16984,17097,16915,17067,29971,16738.7,16569.19,16463.15,17153.56
2016-03-08,16998,17070,16915,16962,32291,16773.05,16598.28,16510.42,17147.55
2016-03-09,17013,17081,16943,16995,31844,16807.2,16627.67,16564.58,17141.9
2016-03-10,17006,17175,16818,16994,49413,16835.94,16654.8,16631.65,17136.82
2016-03-11,17096,17219,17089,17208,32328,16893.18,16695.78,16693.62,17132.65
2016-03-14,17175,17273,17147,17219,25599,16943.3,16734.54,16746.96,17128.69
2016-03-15,17179,17252,17116,17244,23987,16989.57,16772.28,16799.86,17124.53
2016-03-16,17248,17378,17185,17326,35824,17041.32,16813.29,16843.71,17121.63
2016-03-17,17364,17520,17239,17488,29856,17110.04,16863.27,16897.65,17119.83
2016-03-18,17480,17621,17459,17603,24126,17185.88,16918.07,16958.5,17119.01
2016-03-21,17562,17648,17539,17629,25328,17254.05,16970.73,17009.3,17118.33
2016-03-22,17616,17649,17528,17600,28433,17307.28,17017.34,17067.8,17116.33
2016-03-23,17569,17613,17482,17520,24035,17340,17054.57,17119.55,17113.74
2016-03-24,17483,17556,17395,17555,22378,17373.08,17091.64,17162.5,17112.02
2016-03-29,17559,17640,17429,17632,26444,17412.91,17131.67,17212.35,17111.22
2016-03-30,17649,17788,17643,17714,20467,17459.23,17174.81,17272.5,17110.27
2016-03-31,17689,17752,17657,17686,23480,17494.12,17212.67,17314,17109.02
2016-04-01,17651,17808,17564,17792,28220,17539.95,17255.58,17359,17107.4
2016-04-04,17811,17849,17707,17735,23894,17569.96,17291.1,17398.75,17106
2016-04-05,17673,17714,17577,17601,29279,17574.73,17314.05,17428.5,17103.4
2016-04-06,17670,17722,17535,17714,25661,17596.16,17343.68,17460.85,17101.25
2016-04-07,17704,17717,17480,17542,27828,17587.83,17358.37,17489.85,17099.13
2016-04-08,17594,17691,17520,17573,27798,17585.55,17374.27,17518.75,17097.54
2016-04-11,17563,17729,17496,17556,28342,17581,17387.73,17546.85,17095.59
2016-04-12,17579,17741,17528,17718,26460,17602.08,17412.19,17572.35,17096.19
2016-04-13,17775,17915,17750,17904,21581,17648.53,17448.62,17606.6,17097.62
2016-04-14,17908,17959,17857,17919,19482,17690.14,17483.47,17640.35,17098.42
2016-04-15,17933,17935,17863,17891,17526,17721.04,17513.65,17668.6,17099.23
2016-04-18,17786,18003,17769,17997,21316,17763.5,17549.46,17694.05,17100.8
2016-04-19,18003,18100,17981,18050,18853,17807.57,17586.53,17716.4,17102.16
2016-04-20,17992,18167,17985,18100,19856,17852.56,17624.57,17739.95,17105.09
2016-04-21,18155,18157,17964,17984,27134,17872.78,17651.19,17759.15,17107.26
2016-04-22,17996,18026,17903,18001,26883,17892.51,17677.11,17783.2,17108.46
2016-04-25,17973,17996,17850,17975,22964,17905.2,17699.17,17804.2,17108.45
2016-04-26,17977,18048,17930,17985,19816,17917.48,17720.34,17821.85,17108.1
2016-04-27,17947,18083,17917,18043,25650,17936.79,17744.24,17838.3,17108.06
2016-04-28,17916,18031,17793,17834,26670,17920.97,17750.89,17845.7,17106.63
2016-04-29,17822,17862,17646,17775,29528,17898.52,17752.68,17844.85,17105.08
2016-05-02,17774,17910,17756,17889,22816,17897.05,17762.78,17852.55,17104.02
2016-05-03,17858,17879,17664,17747,28895,17873.97,17761.61,17859.85,17103.16
2016-05-04,17745,17772,17607,17648,28215,17839.2,17753.19,17856.55,17102.14
2016-05-05,17702,17756,17609,17656,23903,17811.02,17745.99,17862.25,17101.76
2016-05-06,17616,17742,17539,17734,27085,17799.17,17745.1,17870.3,17102.59
2016-05-09,17732,17793,17662,17704,18365,17784.53,17742.06,17877.7,17103.91
2016-05-10,17756,17932,17746,17925,20448,17806.14,17755.61,17888.05,17105.38
2016-05-11,17860,17878,17709,17713,19890,17791.81,17752.45,17878.5,17105.19
2016-05-12,17739,17801,17621,17721,24352,17780.92,17750.12,17868.6,17105.06
2016-05-13,17652,17736,17509,17535,30884,17743.08,17734.19,17850.8,17104.29
2016-05-16,17574,17755,17523,17711,15970,17738.15,17732.47,17836.5,17104.85
2016-05-17,17723,17759,17464,17524,28967,17705.2,17717.03,17810.2,17104.72
2016-05-18,17512,17636,17413,17524,32817,17677.32,17702.73,17781.4,17104.63
2016-05-19,17472,17509,17326,17430,32680,17639.27,17682.53,17753.7,17104.68
2016-05-20,17512,17571,17464,17496,21013,17617.23,17668.71,17728.45,17105.3
2016-05-23,17518,17558,17456,17495,21554,17598.43,17655.84,17704.45,17104.7
2016-05-24,17473,17741,17462,17703,16760,17614.52,17659.34,17690.35,17106.2
2016-05-25,17741,17894,17739,17849,19318,17650.59,17673.39,17680.65,17108.43
2016-05-26,17837,17888,17802,17827,17666,17677.73,17684.77,17680.3,17110.53
2016-05-27,17849,17873,17820,17866,13517,17706.69,17698.19,17684.85,17112.47
2016-05-30,17909,17921,17896,17916,3951,17738.9,17714.32,17686.2,17114.32
2016-05-31,17911,17914,17721,17780,14818,17745.22,17719.19,17687.85,17115.66
2016-06-01,17783,17806,17662,17783,19142,17751.03,17723.92,17694.6,17117.83
2016-06-02,17744,17830,17698,17830,18409,17763.18,17731.77,17703.3,17122.03
2016-06-03,17834,17857,17685,17804,22472,17769.46,17737.12,17706.8,17128.75
2016-06-06,17813,17947,17796,17917,15414,17792.16,17750.45,17717.45,17138.98
2016-06-07,17938,18001,17935,17941,11277,17815.06,17764.56,17718.25,17150.35
2016-06-08,17945,18016,17925,18000,11282,17843.51,17782,17732.6,17158.92
2016-06-09,17985,18003,17913,17983,16089,17864.97,17796.89,17745.7,17165.56
2016-06-10,17962,17971,17808,17866,20236,17865.13,17802.01,17762.25,17171.68
2016-06-13,17786,17891,17731,17734,24621,17844.95,17796.97,17763.4,17177.71
2016-06-14,17756,17757,17590,17672,28428,17818.35,17787.72,17770.8,17185.78
2016-06-15,17658,17770,17628,17648,27543,17792.14,17777.37,17777,17192.26
2016-06-16,17579,17752,17467,17734,31370,17783.19,17774.15,17792.2,17199.06
2016-06-17,17744,17758,17600,17679,26080,17767.16,17767.11,17801.35,17206.94
2016-06-20,17832,17948,17799,17807,19146,17773.29,17770.06,17816.95,17213.52
2016-06-21,17854,17886,17793,17823,23079,17780.94,17773.98,17822.95,17221.37
2016-06-22,17850,17918,17766,17778,22989,17780.49,17774.28,17819.4,17228.61
2016-06-23,17875,18006,17840,18006,29245,17815.18,17791.44,17828.35,17236.47
2016-06-24,17325,17696,17323,17399,67456,17751.15,17762.37,17805,17241.61
2016-06-27,17302,17371,17060,17140,53953,17657.13,17716.27,17766.2,17244.31
2016-06-28,17227,17402,17210,17401,28287,17617.73,17692.92,17747.25,17247.62
2016-06-29,17429,17703,17427,17689,24388,17628.69,17692.63,17742.55,17252.69
2016-06-30,17687,17928,17658,17927,26079,17674.58,17709.99,17747.4,17260.4
2016-07-01,17901,17998,17857,17944,20615,17716.03,17727.32,17754.4,17267.57
2016-07-04,17999,18020,17950,17980,8267,17756.64,17746.04,17757.55,17275.81
2016-07-05,17930,17932,17784,17835,23823,17768.7,17752.63,17752.25,17283.59
2016-07-06,17801,17922,17706,17911,31531,17790.59,17764.36,17747.8,17292.14
2016-07-07,17913,17980,17813,17889,25956,17805.73,17773.59,17743.1,17300.01
2016-07-08,17877,18165,17876,18139,22399,17857,17800.66,17756.75,17310.7
2016-07-11,18208,18283,18156,18221,20335,17913,17831.8,17781.1,17321.56
2016-07-12,18241,18372,18235,18346,17748,17979.62,17869.89,17814.8,17331.86
2016-07-13,18323,18388,18311,18368,18935,18039.37,17906.78,17850.8,17342.34
2016-07-14,18393,18559,18387,18503,19976,18110.7,17950.95,17889.25,17352.5
2016-07-15,18487,18567,18470,18512,18763,18172.44,17992.51,17930.9,17361.18
2016-07-18,18535,18569,18487,18529,14682,18227.29,18032.25,17967,17369.87
2016-07-19,18520,18558,18479,18557,16018,18278.02,18071.12,18003.7,17378.1
2016-07-20,18560,18637,18555,18595,10491,18326.78,18109.92,18044.55,17385.82
2016-07-21,18599,18620,18467,18513,16085,18355.43,18139.78,18069.9,17392.96
2016-07-22,18508,18567,18487,18563,15095,18387.37,18171.13,18128.1,17400.11
2016-07-25,18551,18580,18453,18492,14068,18403.46,18194.9,18195.7,17407.16
2016-07-26,18513,18517,18383,18473,17800,18414.16,18215.5,18249.3,17414.9
2016-07-27,18510,18542,18426,18469,17766,18422.6,18234.28,18288.3,17421.54
2016-07-28,18486,18525,18364,18453,19911,18427.27,18250.48,18314.6,17427.72
2016-07-29,18439,18467,18369,18428,18575,18427.39,18263.63,18338.8,17433.71
2016-08-01,18518,18522,18352,18402,17438,18423.48,18273.88,18359.9,17439.63
2016-08-02,18416,18430,18242,18308,20996,18405.71,18276.41,18383.55,17445.32
2016-08-03,18295,18350,18258,18344,17745,18396.22,18281.41,18405.2,17449.59
2016-08-04,18360,18405,18322,18354,16306,18389.72,18286.79,18428.45,17453.13
2016-08-05,18367,18533,18361,18533,14053,18411.77,18305.03,18448.15,17457.68
2016-08-08,18539,18569,18497,18526,10336,18429.34,18321.4,18463.4,17462.4
2016-08-09,18529,18585,18505,18529,11330,18444.67,18336.77,18472.55,17466.15
2016-08-10,18503,18561,18466,18494,14008,18452.26,18348.42,18478.85,17469.84
2016-08-11,18530,18637,18504,18610,11024,18476.53,18367.8,18484.2,17474.57
2016-08-12,18613,18629,18531,18568,10883,18490.6,18382.63,18487,17478.26
2016-08-15,18606,18667,18588,18633,8455,18512.51,18401.17,18492.2,17481.84
2016-08-16,18604,18621,18546,18550,9816,18518.28,18412.2,18491.85,17485.25
2016-08-17,18572,18587,18469,18570,12985,18526.23,18423.89,18490.6,17488.78
2016-08-18,18583,18605,18534,18597,10354,18537.12,18436.71,18494.8,17492.21
2016-08-19,18581,18589,18494,18555,11448,18539.87,18445.47,18494.4,17496.34
2016-08-22,18528,18580,18461,18528,21432,18538.05,18451.58,18496.2,17500.18
2016-08-23,18539,18632,18537,18545,17922,18539.12,18458.5,18499.8,17504.39
2016-08-24,18531,18561,18450,18485,22029,18530.79,18460.47,18500.6,17509.58
2016-08-25,18500,18500,18427,18450,22530,18518.36,18459.69,18500.45,17515.6
2016-08-26,18466,18572,18330,18396,32449,18499.54,18454.97,18498.85,17520.21
2016-08-29,18398,18522,18372,18504,16143,18500.22,18458.61,18503.95,17525.29
2016-08-30,18496,18519,18405,18453,20524,18492.96,18458.19,18511.2,17528.88
2016-08-31,18445,18452,18329,18395,23586,18477.89,18453.51,18513.75,17532.19
2016-09-01,18436,18468,18292,18413,26150,18467.9,18450.51,18516.7,17535.15
2016-09-02,18404,18545,18385,18488,28391,18471,18453.29,18514.45,17538.65
2016-09-05,18522,18528,18472,18496,10055,18474.84,18456.45,18512.95,17542.05
2016-09-06,18505,18554,18448,18535,18435,18484.1,18462.27,18513.25,17545.66
2016-09-07,18530,18542,18472,18522,17989,18489.93,18466.69,18514.65,17548.94
2016-09-08,18527,18551,18441,18475,24154,18487.63,18467.31,18507.9,17552.35
2016-09-09,18458,18460,18085,18087,31350,18426,18439.14,18483.85,17554.14
2016-09-12,17956,18357,17904,18323,26517,18410.15,18430.53,18468.35,17556.33
2016-09-13,18243,18243,18025,18065,26281,18357.05,18403.46,18444.1,17558.01
2016-09-14,18131,18163,17991,18034,21656,18307.35,18376.09,18417.3,17560.79
2016-09-15,18021,18248,17992,18210,21002,18292.37,18363.79,18397.95,17562.62
2016-09-16,18176,18185,18067,18120,22515,18265.85,18345.73,18376.2,17564.56
2016-09-19,18211,18256,18090,18122,19093,18243.72,18329.16,18355.9,17567.32
2016-09-20,18170,18229,18126,18128,17320,18225.92,18314.26,18335.05,17570.51
2016-09-21,18198,18304,18117,18289,24199,18235.62,18312.39,18325.25,17574.07
2016-09-22,18279,18447,18277,18385,12948,18258.61,18317.76,18322,17579.68
2016-09-23,18381,18395,18253,18264,18223,18259.44,18313.78,18315.4,17584.13
2016-09-26,18238,18248,18087,18104,20160,18235.52,18298.24,18295.4,17586.98
2016-09-27,18210,18245,18053,18232,21300,18234.98,18293.34,18284.35,17589.39
2016-09-28,18214,18352,18185,18342,26800,18251.44,18296.94,18281.7,17593.58
2016-09-29,18366,18371,18091,18148,34691,18235.53,18285.91,18268.45,17598.69
2016-09-30,18119,18375,18081,18310,33029,18246.99,18287.69,18259.55,17603.97
2016-10-03,18319,18336,18200,18253,21163,18247.91,18285.12,18247.4,17608.14
2016-10-04,18267,18318,18112,18165,30800,18235.16,18276.22,18228.9,17610.96
2016-10-05,18168,18316,18137,18278,19746,18241.75,18276.36,18216.7,17614.47
2016-10-06,18279,18305,18159,18268,19319,18245.79,18275.74,18206.35,17618.19
2016-10-07,18240,18332,18144,18236,35285,18244.28,18272.79,18213.8,17620.79
2016-10-10,18272,18402,18254,18329,15906,18257.31,18276.96,18214.1,17624.44
2016-10-11,18305,18330,18056,18129,21889,18237.57,18266,18217.3,17627.07
2016-10-12,18164,18192,18077,18146,27715,18223.49,18257.11,18222.9,17632.06
2016-10-13,18025,18136,17956,18101,25101,18204.64,18245.54,18217.45,17636.76
2016-10-14,18104,18262,18088,18142,27209,18195,18237.87,18218.55,17642.94
