Date,Open,High,Low,Close,TickVolume,EMA12,EMA26,SMA20,SMA200
2019-08-13,25909.45,26428.5,25772.5,26336.75,483785,26381.67,26571.48,26730.24,25599.72
2019-08-14,26325.45,26371.5,25431.5,25432.5,547106,26235.64,26487.11,26641.29,25600.56
2019-08-15,25416.75,25714.5,25234.5,25608.75,612184,26139.2,26422.04,26555.76,25601.17
2019-08-16,25608.75,25929.5,25577.5,25916.95,565000,26105,26384.63,26496.48,25602.37
2019-08-19,25992.25,26240.5,25943.25,26120.5,234039,26107.39,26365.06,26442.62,25601.81
2019-08-20,26118.45,26202.5,25890.75,25897.75,284779,26075.14,26330.45,26370.83,25600.3
2019-08-21,25895.75,26270.5,25880.25,26261.5,223002,26103.81,26325.34,26320.33,25601.73
2019-08-22,26257.45,26381.5,26095.5,26216.25,294320,26121.11,26317.26,26275.22,25605.75
2019-08-23,26236.75,26354.5,25503.5,25642.45,582447,26047.47,26267.27,26198.42,25607.19
2019-08-26,25369.25,25988.5,25273.75,25922.5,543372,26028.24,26241.74,26131.82,25611.27
2019-08-27,25939.45,26073.5,25720.5,25771.75,622512,25988.78,26206.92,26058.18,25613.37
2019-08-28,25774.45,26049.75,25628.5,25997.25,730544,25990.08,26191.39,26016.58,25616
2019-08-29,25991.25,26402.5,25924.75,26357.25,517746,26046.57,26203.68,26006.2,25622.44
2019-08-30,26338.25,26547.5,26290.5,26389.45,686093,26099.32,26217.44,26000.48,25632.16
2019-09-02,26154.75,26395.75,26104.5,26171.5,163840,26110.43,26214.03,26030.98,25640.53
2019-09-03,26190.25,26300.5,25975.5,26104.75,425621,26109.55,26205.94,26037.55,25649.29
2019-09-04,26105.15,26380.5,26072.83,26366.5,251639,26149.08,26217.83,26056.39,25659.68
2019-09-05,26376.45,26840.25,26350.5,26682.25,278567,26231.11,26252.23,26071.12,25670.44
2019-09-06,26702.45,26864.5,26690.5,26836.45,250671,26324.24,26295.51,26096.87,25680.7
2019-09-09,26833.45,26906.5,26767.5,26848.5,196712,26404.89,26336.47,26144.08,25688.27
2019-09-10,26856.45,26917.5,26723.75,26904.75,287013,26481.79,26378.57,26172.48,25695.97
2019-09-11,26900.75,27164.75,26848.5,27153.75,241017,26585.17,26435.99,26258.54,25703.87
2019-09-12,27146.75,27317.5,27113.5,27176.75,313238,26676.18,26490.86,26336.94,25710.68
2019-09-13,27197.25,27313.5,27181.75,27222.95,208974,26760.3,26545.09,26402.24,25721.68
2019-09-16,27094,27182.5,27016,27121.5,271766,26815.87,26587.78,26452.29,25731.58
2019-09-17,27136,27143.5,26992.5,27126,218389,26863.58,26627.65,26513.7,25742.6
2019-09-18,27120.5,27191.5,26915.5,27168.5,201440,26910.49,26667.72,26559.05,25756.38
2019-09-19,27168.5,27278.5,27009.5,27098.5,222630,26939.42,26699.63,26603.17,25769.59
2019-09-20,27094.45,27193.5,26893.5,26914.45,223134,26935.58,26715.54,26666.77,25782.57
2019-09-23,27028.5,27066.5,26827.5,27018.5,218442,26948.33,26737.98,26721.57,25795
2019-09-24,27031.45,27126.5,26713.5,26878.5,313757,26937.59,26748.39,26776.9,25806.56
2019-09-25,26875.45,27043.5,26744.5,26987,304621,26945.19,26766.06,26826.39,25821.24
2019-09-26,26998.45,27072.5,26813.5,26914.5,269176,26940.47,26777.06,26854.25,25837.39
2019-09-27,26930.45,27023.5,26721.5,26871.45,317373,26929.85,26784.05,26878.35,25853.96
2019-09-30,26962.45,27004.5,26842.5,26991.5,228452,26939.34,26799.42,26919.35,25872.43
2019-10-01,27005.45,27079.5,26551.5,26589.5,314897,26885.51,26783.87,26943.59,25890.16
2019-10-02,26580.45,26654.5,25973.5,26048,640477,26756.67,26729.36,26927.67,25908.07
2019-10-03,26047.45,26219.5,25739.5,26204.5,947857,26671.72,26690.48,26903.78,25930.45
2019-10-04,26202.5,26590.5,26097.5,26560.45,935569,26654.6,26680.85,26889.98,25948.87
2019-10-07,26438.5,26661.5,26422.5,26467.5,276382,26625.82,26665.05,26870.93,25965.62
2019-10-08,26470.5,26599.5,26142.5,26191.5,438798,26559,26629.97,26835.27,25981.27
2019-10-09,26194.45,26444.5,26129,26372.5,596002,26530.31,26610.9,26796.2,25996.97
2019-10-10,26394.5,26644.5,26029.5,26607.5,1088773,26542.18,26610.64,26767.74,26014.35
2019-10-11,26587,27021.5,26540,26831.45,1005734,26586.68,26627,26748.17,26034.94
2019-10-14,26837.45,26944.5,26687.5,26802.5,259884,26619.89,26640,26732.22,26051.92
2019-10-15,26810.45,27132.5,26804.5,27041.5,239128,26684.75,26669.74,26727.99,26069.33
2019-10-16,27048,27066.5,26943.5,26982.5,423240,26730.56,26692.91,26718.69,26085.49
2019-10-17,26972,27132.5,26922,27042.5,589536,26778.55,26718.8,26715.89,26101.41
2019-10-18,27036.5,27063.5,26767.5,26810.45,770725,26783.46,26725.59,26710.69,26115.52
2019-10-21,26773,26881.5,26748.5,26840,190799,26792.16,26734.07,26701.77,26129.81
2019-10-22,26840.5,26948.5,26762.5,26780,211469,26790.29,26737.47,26696.84,26144.22
2019-10-23,26783.5,26897.74,26634.5,26837.26,173570,26797.51,26744.86,26689.35,26158.32
2019-10-24,26873.22,26916.9,26712.81,26799.88,129614,26797.88,26748.94,26683.62,26171.34
2019-10-25,26815.35,27016.89,26760.47,26954.63,104698,26821.99,26764.17,26687.78,26184.25
2019-10-28,26977.71,27166.56,26977.21,27093.03,49936,26863.69,26788.53,26692.86,26195.93
2019-10-29,27097.54,27163.43,27021.12,27106.21,96487,26901,26812.06,26718.69,26208.29
2019-10-30,27108.6,27279.69,27018.35,27236.86,110949,26952.67,26843.53,26778.14,26222.3
2019-10-31,27219.93,27235.43,26909.5,27041.5,223191,26966.34,26858.2,26819.99,26234.67
2019-11-01,27051.45,27340.5,27024.5,27327.95,332078,27021.97,26892.99,26858.36,26248.71
2019-11-04,27360.45,27516,27343,27452,148250,27088.13,26934.4,26907.59,26262.17
2019-11-05,27455.95,27559.05,27432,27483.5,172448,27148.96,26975.07,26972.19,26277.1
2019-11-06,27493,27535,27407,27508,266163,27204.19,27014.55,27028.96,26291.36
2019-11-07,27473.95,27761.5,27423,27710,461072,27282.01,27066.07,27084.09,26304.83
2019-11-08,27699,27737,27574.5,27682.95,501800,27343.69,27111.76,27126.66,26317.84
2019-11-11,27683.95,27718,27513,27708.5,145510,27399.82,27155.96,27171.96,26331.12
2019-11-12,27705.95,27775.75,27641.5,27695.5,221063,27445.31,27195.93,27204.66,26343.48
2019-11-13,27698.95,27807.75,27570.75,27801,221162,27500.03,27240.75,27245.59,26355.62
2019-11-14,27784,27853,27674,27792,289471,27544.95,27281.58,27283.06,26367.73
2019-11-15,27776.95,28000.5,27768,27993.95,223348,27614.02,27334.35,27342.24,26381.95
2019-11-18,27976.95,28092.5,27961,28047,177638,27680.64,27387.14,27402.59,26396.6
2019-11-19,28042.95,28162.25,27888.5,27916,222153,27716.85,27426.31,27459.39,26410.96
2019-11-20,27901.95,27912,27680.55,27836.5,257924,27735.25,27456.7,27509.35,26423.01
2019-11-21,27739,27874,27682.5,27776,336553,27741.52,27480.35,27558.15,26434.37
2019-11-22,27780.95,27898.5,27752.5,27889.45,227944,27764.28,27510.65,27604.9,26446.78
2019-11-25,27945.95,28072,27932.5,28055.5,120842,27809.08,27551.01,27653.02,26457.56
2019-11-26,28053.95,28181.5,28031.75,28165,175010,27863.84,27596.49,27705.96,26468.86
2019-11-27,28146.95,28201,28087,28181.5,125667,27912.71,27639.83,27753.19,26480.34
2019-11-28,28181.95,28184,28075,28136,59112,27947.06,27676.58,27807.92,26491.19
2019-11-29,28122.95,28132,28052,28075,102809,27966.75,27706.09,27845.27,26502.36
2019-12-02,28105.95,28211,27790,27790,290172,27939.55,27712.31,27862.17,26511.07
2019-12-03,27803.95,27864.5,27330.75,27509.5,339686,27873.39,27697.29,27863.47,26518.16
2019-12-04,27505.95,27736,27407,27650.5,265206,27839.1,27693.82,27870.59,26526.29
2019-12-05,27649.95,27779.75,27565,27694,251940,27816.78,27693.83,27869.79,26534.6
2019-12-06,27683.95,28044.5,27682,28034.45,151096,27850.27,27719.06,27887.37,26545.14
2019-12-09,28035.5,28048,27883,27900.5,132099,27857.99,27732.5,27896.97,26554.41
2019-12-10,27904.95,27966.75,27733,27934.5,236653,27869.76,27747.47,27908.92,26565.04
2019-12-11,27927.95,27989,27813.5,27940.5,199539,27880.65,27761.77,27915.89,26575.71
2019-12-12,27941.45,28238.5,27865.5,28157.5,308875,27923.24,27791.08,27934.17,26588.12
2019-12-13,28219.45,28299.5,28038.5,28174.45,303625,27961.89,27819.48,27943.19,26601.63
2019-12-16,28188.45,28367.5,28170.5,28258.5,178302,28007.52,27852,27953.77,26615.3
2019-12-17,28252.45,28369.5,28200.5,28294.5,179954,28051.67,27884.78,27972.69,26628.35
2019-12-18,28298.45,28363.5,28272.5,28309.5,129372,28091.34,27916.24,27996.34,26641.89
2019-12-19,28312.45,28449.5,28282.5,28437.5,189105,28144.59,27954.85,28029.42,26655.25
2019-12-20,28432.45,28555.5,28406.5,28501.45,303259,28199.49,27995.34,28060.02,26669.19
2019-12-23,28520.45,28616.5,28503,28592.5,84763,28259.96,28039.57,28086.87,26682.85
2019-12-24,28592.45,28620.5,28532.5,28542.5,55683,28303.42,28076.83,28105.74,26695.9
2019-12-27,28634.45,28760,28634.45,28646.95,119867,28356.27,28119.06,28129.02,26709.73
2019-12-30,28657.2,28702,28445,28480.5,166121,28375.39,28145.83,28146.24,26723.73
2019-12-31,28481.95,28531.5,28386,28438,109299,28385.02,28167.47,28164.39,26736.16
2020-01-02,28643.75,28910.5,28625.5,28909.5,151875,28465.71,28222.44,28220.37,26753.14
2020-01-03,28914.95,28927.5,28468,28646.45,348003,28493.51,28253.85,28277.21,26768.6
2020-01-06,28509.95,28747.5,28398.55,28675,254141,28521.44,28285.04,28328.44,26783.75
2020-01-07,28681.95,28784,28496,28551,250895,28525.98,28304.74,28371.29,26798.46
2020-01-08,28557.95,28882.5,28135,28813,481080,28570.14,28342.39,28410.22,26813.85
2020-01-09,28825.95,29000.75,28792,28972,362360,28631.96,28389.03,28463.79,26828.95
2020-01-10,28987.95,29071,28800,28819.95,453539,28660.89,28420.95,28508.06,26841.85
2020-01-13,28857.95,28957,28830,28911.5,155242,28699.44,28457.29,28556.61,26855.71
2020-01-14,28919.95,29066,28789,28980,255264,28742.6,28496.01,28597.74,26869.41
2020-01-15,28980.95,29142,28891.5,29085,229430,28795.28,28539.64,28643.27,26882.9
2020-01-16,29097.95,29312,29086,29308,161539,28874.16,28596.55,28695.74,26897.59
2020-01-17,29293.95,29407,29288,29322.45,168486,28943.13,28650.32,28747.14,26912.52
2020-01-20,29321.45,29370.5,29282.5,29352,51740,29006.03,28702.3,28799.26,26928.6
2020-01-21,29352.45,29360.05,29171,29234.5,232359,29041.18,28741.72,28839.11,26943.94
2020-01-22,29238.45,29370.5,29153.5,29167.5,192345,29060.61,28773.26,28872.42,26959
2020-01-23,29166.45,29208.5,28983,29183,275486,29079.44,28803.61,28901.94,26972.85
2020-01-24,29192.95,29298,28850.5,28964,321808,29061.68,28815.49,28923.02,26985.74
2020-01-27,28760,28790,28463,28552.5,470069,28983.35,28796.01,28918.29,26996.34
2020-01-28,28550.95,28840.5,28527,28817,564961,28957.75,28797.57,28935.12,27008.22
2020-01-29,28808.95,28950.75,28713,28758,800558,28927.02,28794.63,28951.12,27019.13
2020-01-30,28785.95,28903,28494,28891,1626602,28921.48,28801.77,28950.19,27031.01
2020-01-31,28855.95,28941,28166.5,28287.95,1254575,28824.01,28763.71,28932.27,27039.2
2020-02-03,28312.95,28643,28206.5,28437.75,478135,28764.59,28739.57,28920.41,27048.75
2020-02-04,28380.7,28917.5,28356.75,28856.75,592194,28778.77,28748.25,28935.69,27060.85
2020-02-05,28832.7,29346.5,28763.75,29318.75,1051032,28861.84,28790.51,28960.98,27074.91
2020-02-06,29336.7,29540.75,29254.75,29420.75,1151312,28947.83,28837.19,28983.42,27089.12
2020-02-07,29397.7,29420.75,29059.75,29087.45,1388648,28969.31,28855.73,28996.79,27101.26
2020-02-10,29051.7,29301.5,28903,29291.75,316813,29018.91,28888.03,29015.81,27115.92
2020-02-11,29296.5,29447.75,29216.5,29297.75,319427,29061.81,28918.38,29031.69,27130.9
2020-02-12,29318.7,29595.75,29265.5,29580.75,286170,29141.65,28967.44,29056.48,27146.09
2020-02-13,29551.7,29569.75,29270.75,29470.75,350242,29192.28,29004.72,29064.62,27162.2
2020-02-14,29453.7,29538.5,29286.5,29410.45,449683,29225.84,29034.78,29069.02,27179.23
2020-02-17,29470.7,29499,29419.75,29477.75,76196,29264.6,29067.59,29075.31,27196.48
2020-02-18,29376.7,29418.5,29122.75,29250.75,287006,29262.47,29081.16,29076.12,27213.64
2020-02-19,29268.7,29417.5,29252.75,29363.75,196000,29278.05,29102.09,29085.93,27230.62
2020-02-20,29388.7,29454.75,28972,29175.75,479131,29262.31,29107.55,29085.57,27249.99
2020-02-21,29172.7,29198.75,28896.75,29003.95,633053,29222.56,29099.87,29087.57,27267.08
2020-02-24,28714.7,28774,27928.75,27997,836530,29034.02,29018.18,29059.79,27278.68
2020-02-25,27996.75,28271.5,27013.75,27183.75,947366,28749.36,28882.29,28978.13,27285.22
2020-02-26,27177.7,27557.75,26730.5,26867.75,1111769,28459.88,28733.07,28883.62,27290.71
2020-02-27,26849.7,27011.75,25535.5,25563,1202361,28014.21,28498.25,28717.22,27289.92
2020-02-28,25574.5,25790.5,24695.75,25706.45,1362006,27659.17,28291.45,28588.14,27289.14
2020-03-02,24957,26731.5,24915,26559,1367598,27489.91,28163.12,28494.2,27293.08
2020-03-03,26654.7,27079.75,25702,25830,1246842,27234.54,27990.3,28342.87,27294.74
2020-03-04,25866.5,27094.5,25724,26966.75,940421,27193.34,27914.48,28225.27,27301.52
2020-03-05,26984.7,26997.75,25940.75,26152.5,948891,27033.21,27783.96,28061.85,27304.04
2020-03-06,26169.7,26305.75,25216.75,25804.95,1213053,26844.25,27637.37,27897.73,27306.25
2020-03-09,25224.5,25240,23563.75,23758.5,404815,26369.52,27350.04,27621.07,27299.49
2020-03-10,23739,25037.5,23443.75,24970.5,716921,26154.28,27173.78,27404.7,27298.42
2020-03-11,24869.5,24900.5,23310.5,23586,661672,25759.16,26908.02,27104.97,27292.35
2020-03-12,23587,23859.5,20882.5,20923,972366,25015.14,26464.69,26677.58,27272.44
2020-03-13,20746.5,23120.5,20382,22824.45,553054,24678.11,26195.04,26348.28,27259.78
2020-03-16,22502.5,22502.5,20158.5,20401.5,301510,24020.17,25765.89,25894.47,27234.05
2020-03-17,20365.5,21396,19896.5,20896,590681,23539.53,25405.15,25476.73,27210.07
2020-03-18,20843,20987.5,18898.5,20064.5,439486,23004.91,25009.55,25011.77,27180.3
2020-03-19,20015,20515.5,18963,19716.5,650929,22499,24617.47,24538.8,27148.47
2020-03-20,19699.5,21001.5,18945.5,19011.45,669872,21962.45,24202.21,24039.18,27113.25
2020-03-23,18203.5,19918.5,18189.5,18589.5,1030844,21443.54,23786.46,23568.8,27076.17
2020-03-24,18752,20814.5,18713.5,20783.5,627679,21341.99,23564.01,23248.79,27049.45
2020-03-25,20759.5,21987.5,20382.5,21140.5,711331,21310.99,23384.49,22962.43,27024.57
2020-03-26,21185,22546.5,20609.5,22540.5,657735,21500.15,23321.98,22811.3,27006.61
2020-03-27,22577.5,22616.5,21413.5,21508.95,651843,21501.5,23187.68,22601.43,26981.77
2020-03-30,21047.5,22334.5,21028.5,22280.5,948602,21621.35,23120.48,22387.5,26960.64
2020-03-31,22253.5,22482.5,21739.5,21788.5,892472,21647.06,23021.81,22185.43,26935.84
2020-04-01,21738.5,21778.5,20749.05,20902.05,718597,21532.45,22864.8,21882.19,26907.03
2020-04-02,20958.7,21468.65,20600.65,21368.65,691895,21507.25,22753.97,21643,26880.19
2020-04-03,21351.05,21445.05,20839.05,21027.9,626864,21433.5,22626.11,21404.15,26852.58
2020-04-06,21265.2,22769.05,21233.45,22604.45,602333,21613.65,22624.51,21346.45,26833.06
2020-04-07,22563.45,23581.15,22414.4,22535.45,834118,21755.46,22617.91,21224.69,26813
2020-04-08,22578.4,23495.05,22345.65,23402.45,757150,22008.85,22676.03,21215.52,26796.78
2020-04-09,23353.4,23992.35,23117.75,23773.75,775071,22280.37,22757.34,21358.05,26782.13
2020-04-13,23901.4,23926.15,23063.15,23411.45,547358,22454.38,22805.79,21387.4,26765.17
2020-04-14,23446.45,24012.15,23345.45,24008.45,598204,22693.47,22894.88,21567.75,26750.33
2020-04-15,24013.45,24056.15,23200.35,23427.45,696762,22806.39,22934.33,21694.32,26732.48
2020-04-16,23448.45,23860.45,23174.35,23858.05,718950,22968.18,23002.75,21884,26717.23
2020-04-17,24198.6,24415.45,23792.35,24241.95,714424,23164.15,23094.54,22110.27,26704.4
2020-04-20,24146.6,24292.45,23537.45,23612.45,666045,23233.12,23132.91,22340.32,26688.47
2020-04-21,23582.6,23779.05,22913.35,23042.45,802639,23203.78,23126.21,22562.97,26669.35
2020-04-22,23154.6,23602.45,22916.45,23466.45,610965,23244.19,23151.41,22697.12,26651.21
2020-04-23,23460.85,23871.55,23327.45,23463.45,641222,23277.93,23174.52,22813.27,26631.87
2020-04-24,23414.45,23827.45,23265.45,23755.95,537667,23351.47,23217.59,22874.04,26613.85
2020-04-27,23816.6,24206.45,23650.45,24114.45,443963,23468.85,23284.03,23004.31,26597.7
2020-04-28,24091.6,24548.95,23986.45,24109.45,573151,23567.4,23345.17,23095.76,26582.19
2020-04-29,24110.45,24802.45,24085.45,24797.45,565297,23756.64,23452.74,23246.21,26569.58
2020-04-30,24776.6,24912.45,24188.95,24228.1,656402,23829.17,23510.18,23412.51,26555.21
2020-05-01,24125.45,24189.45,23637.05,23689.95,551320,23807.75,23523.5,23528.58,26537.67
2020-05-04,23469.45,23768.45,23319.45,23712.45,525181,23793.09,23537.49,23662.8,26519.56
2020-05-05,23728.45,24173.95,23686.35,23882.45,489779,23806.84,23563.04,23726.7,26502.62
2020-05-06,23883.45,24109.95,23607.85,23627.45,544550,23779.24,23567.81,23781.3,26485.16
2020-05-07,23626.45,24096.95,23521.45,23969.45,504732,23808.5,23597.57,23809.65,26469.12
2020-05-08,23959.75,24427.45,23943.75,24407.95,422364,23900.73,23657.59,23841.36,26454.88
2020-05-11,24307.45,24571.45,24075.95,24205.45,492778,23947.61,23698.18,23881.06,26439.69
2020-05-12,24226.45,24389.95,23565.45,23570.45,548756,23889.58,23688.71,23859.16,26423.4
2020-05-13,23579.6,23878.95,23073.45,23316.45,729714,23801.41,23661.14,23853.61,26407.15
2020-05-14,23352.45,23673.85,22789.55,23622.45,787041,23773.88,23658.27,23841.83,26392.75
2020-05-15,23593.6,23758.45,23327.95,23657.95,709073,23756.04,23658.25,23812.63,26383.23
2020-05-18,23648.6,24718.45,23613.45,24561.45,550447,23879.95,23725.15,23860.08,26376.17
2020-05-19,24564.45,24841.85,24201.45,24229.45,623053,23933.72,23762.51,23919.43,26367.37
2020-05-20,24179.6,24658.35,24151.45,24616.45,525927,24038.76,23825.76,23976.93,26358.51
2020-05-21,24605.45,24727.55,24365.45,24446.45,547920,24101.48,23871.74,24026.08,26349.14
2020-05-22,24432.45,24570.45,24167.45,24517.95,533999,24165.55,23919.61,24064.18,26342.21
2020-05-25,24480.6,24790.95,24440.35,24763.1,187716,24257.48,23982.09,24096.61,26334.34
2020-05-26,24744.45,25185.55,24681.45,25072.45,498214,24382.86,24062.86,24144.76,26332.54
2020-05-27,25044.45,25630.85,24974.45,25598.45,608148,24569.87,24176.6,24184.81,26332.49
2020-05-28,25603.45,25847.45,25375.5,25512.45,628764,24714.89,24275.56,24249.03,26330.46
2020-05-29,25477.45,25528.5,25038.45,25517.05,699524,24838.3,24367.52,24340.39,26327.45
2020-06-01,25308.8,25549.5,25125.35,25491.5,533603,24938.79,24450.78,24429.34,26325.41
2020-06-02,25479.5,25756.3,25325.9,25740.5,473353,25062.13,24546.31,24522.24,26322.81
2020-06-03,25741.5,26351.5,25704.5,26286.5,504844,25250.49,24675.21,24655.19,26323.16
2020-06-04,26267.5,26396.95,26082.55,26313.5,600776,25414.03,24796.57,24772.4,26326.52
2020-06-05,26314.5,27354.15,26238.5,27085.95,636868,25671.25,24966.15,24906.3,26332.33
2020-06-08,27181.55,27589.7,27060.5,27557.5,544268,25961.44,25158.1,25073.9,26341.26
2020-06-09,27573.5,27648.5,27151.55,27286.5,567616,26165.3,25315.76,25259.7,26347.71
2020-06-10,27300.5,27510.5,26919.3,26966.5,629454,26288.56,25438.04,25442.2,26350.75
2020-06-11,26954.5,27011.5,25077.7,25211.5,915526,26122.86,25421.26,25521.66,26344.86
2020-06-12,25252.5,25951.95,25078.15,25542.95,687096,26033.64,25430.27,25615.91,26341.72
2020-06-15,25214.85,25887.15,24546.6,25845.5,694691,26004.7,25461.03,25680.11,26340.43
2020-06-16,25872.5,26795.65,25799.95,26306.5,706516,26051.13,25523.66,25783.96,26340.13
2020-06-17,26229.5,26630.65,26060.5,26165.5,556031,26068.72,25571.2,25861.41,26337.54
2020-06-18,26120.85,26285,25755.5,26047.5,643465,26065.46,25606.48,25941.47,26333.6
2020-06-19,26069.6,26450.35,25635.85,25640,629305,26000,25608.97,25997.57,26327.55
2020-06-22,25521.5,26110.35,25361.5,26074.5,551085,26011.46,25643.45,26063.14,26323.4
2020-06-23,26078.5,26426.65,25642.5,26101.5,572748,26025.32,25677.38,26114.59,26318.14
2020-06-24,26114.5,26255.15,25290.95,25530.5,635638,25949.19,25666.5,26111.19,26309.91
2020-06-25,25520.6,25790.5,25131.5,25708.5,691515,25912.16,25669.61,26121,26302.34
2020-06-26,25658.6,25781.5,24968.5,25032,608417,25776.75,25622.38,26096.75,26291.89
2020-06-29,24906.85,25676.5,24876.5,25621.5,599522,25752.87,25622.32,26103.25,26284.37
2020-06-30,25608.5,25905.5,25435.35,25778.5,541275,25756.81,25633.88,26105.15,26277.42
2020-07-01,25779.5,26027.15,25515.35,25682.5,511876,25745.38,25637.49,26074.95,26270.34
2020-07-02,25686.5,26210.15,25639.5,25858.5,531658,25762.78,25653.86,26052.2,26265.06
2020-07-03,25856.5,26001.5,25562.35,25751.1,184645,25760.98,25661.06,25985.45,26258.72
2020-07-06,25841.6,26318.15,25795.35,26278.5,496782,25840.6,25706.8,25921.5,26255.72
2020-07-07,26291.5,26402.5,25864.3,25899.5,503623,25849.66,25721.07,25852.15,26250.28
2020-07-08,25897.5,26123.5,25783.5,26112.5,542744,25890.1,25750.07,25809.45,26246.27
2020-07-09,26142.5,26149.5,25516.95,25695.5,555440,25860.16,25746.02,25833.65,26240.39
2020-07-10,25717.5,26125.5,25413.5,26105,560190,25897.83,25772.61,25861.76,26235.96
2020-07-13,26227.6,26647.35,26036.7,26094.5,603768,25928.09,25796.46,25874.21,26233.49
2020-07-14,26166.15,26697.5,25998.15,26625.5,725312,26035.38,25857.87,25890.16,26236.37
2020-07-15,26841.6,27187.65,26693.35,26901.85,607988,26168.68,25935.2,25926.97,26239.86
2020-07-16,26916.5,26978.5,26589.35,26692.5,570003,26249.27,25991.3,25959.22,26240.52
2020-07-17,26677.5,26840,26620.15,26634,400877,26308.46,26038.9,26008.92,26241.35
2020-07-20,26685.5,26771.5,26445.15,26742.5,447597,26375.24,26091.02,26042.32,26244.11
2020-07-21,26745.5,27032.15,26706.5,26837.5,468957,26446.35,26146.32,26079.12,26246.43
2020-07-22,26836.5,27038.7,26639.35,26990.5,462426,26530.07,26208.85,26152.12,26248.35
2020-07-23,26979.55,27167,26557.7,26652.1,554803,26548.84,26241.68,26199.3,26247.45
2020-07-24,26672.85,26723.5,26400.15,26437,563530,26531.64,26256.15,26269.55,26245.62
2020-07-27,26456.5,26633.15,26341.5,26620.5,444691,26545.31,26283.14,26319.5,26243.52
2020-07-28,26635.5,26708.5,26364.3,26390.5,433819,26521.49,26291.09,26350.1,26240.56
2020-07-29,26419.5,26608.5,26295.85,26578.5,385870,26530.26,26312.38,26394.9,26238.24
2020-07-30,26571.5,26577.5,25993.15,26514.1,507074,26527.77,26327.32,26427.68,26236.76
2020-07-31,26550.5,26560.5,26014.35,26482.95,653977,26520.88,26338.85,26464.28,26234.97
2020-08-03,26448.6,26715.65,26308.1,26672.7,501319,26544.24,26363.58,26483.99,26234.44
2020-08-04,26655.7,26854.7,26548.7,26838.5,523831,26589.51,26398.76,26530.94,26234.44
2020-08-05,26850.7,27226,26776.7,27181.7,470436,26680.61,26456.76,26584.4,26236.35
2020-08-06,27163.7,27411.5,27036.7,27396.5,578508,26790.75,26526.37,26669.45,26238.56
2020-08-07,27363.7,27467.5,27201.7,27453.95,600944,26892.78,26595.08,26736.89,26240.37
2020-08-10,27407.7,27810,27355.7,27780.7,518695,27029.38,26682.9,26821.2,26243.74
2020-08-11,27768.7,28160.65,27628.55,27761.7,634916,27142.05,26762.81,26878.01,26246.36
2020-08-12,27772.7,28049.5,27700.7,27955.7,565150,27267.23,26851.17,26930.71,26250.93
2020-08-13,27939.7,28009.7,27786.7,27909.7,532793,27366.07,26929.58,26991.57,26253.84
2020-08-14,27920.7,27989.5,27673.7,27888.95,452746,27446.51,27000.65,27054.31,26256.03
2020-08-17,27925.5,28010.5,27820.95,27851.5,331008,27508.82,27063.67,27109.76,26257.87
2020-08-18,27836.5,27973.35,27665.35,27800.5,378107,27553.69,27118.25,27157.91,26259.33
2020-08-19,27795.5,27922.15,27646.35,27680.5,374233,27573.2,27159.9,27192.41,26259.18
2020-08-20,27694.5,27788.3,27459.5,27757.5,417163,27601.55,27204.17,27247.68,26259.55
2020-08-21,27762.5,27965.5,27532.65,27921,476367,27650.7,27257.27,27321.88,26260.62
2020-08-24,27968.5,28318.5,27934.5,28292.5,466180,27749.44,27333.95,27405.48,26263.6
2020-08-25,28291.5,28533.5,28097.15,28251.5,455743,27826.68,27401.92,27498.53,26265.85
2020-08-26,28250.5,28393.5,28151.5,28373.15,435364,27910.75,27473.86,27588.27,26268.76
2020-08-27,28362.5,28644.3,28237,28553.5,587947,28009.64,27553.83,27690.24,26271.56
2020-08-28,28556.5,28765.55,28492.15,28674,526601,28111.85,27636.81,27799.79,26274.69
2020-08-31,28702.5,28815.5,28369.15,28420.1,463932,28159.27,27694.83,27887.16,26277.21
2020-09-01,28420.5,28679.5,28285.75,28675.5,512323,28238.69,27767.47,27979.01,26281.41
2020-09-02,28657.5,29167.7,28635,29089.85,558768,28369.64,27865.43,28074.42,26287.98
2020-09-03,29084.5,29196.95,28070.7,28374.5,809677,28370.39,27903.14,28123.32,26290.4
2020-09-04,28303.5,28609.8,27661.95,28084.95,1004351,28326.47,27916.6,28154.87,26290.55
2020-09-07,28125.5,28357.95,27903.4,28310.9,325038,28324.08,27945.81,28181.38,26291.28
2020-09-08,28312.5,28426.5,27462.9,27566.5,888567,28207.53,27917.71,28171.62,26288.2
2020-09-09,27378.5,28209.7,27196.5,27957.5,668275,28169.06,27920.66,28171.71,26287.31
2020-09-10,27976.5,28174.95,27445.3,27569.9,745197,28076.88,27894.68,28154.72,26284.79
2020-09-11,27618.5,27831.95,27447.15,27641.95,511915,28009.97,27875.96,28142.37,26284.05
2020-09-14,27732.5,28090.95,27718.15,27957.9,450707,28001.96,27882.03,28147.69,26286.29
2020-09-15,27991.5,28245.15,27927.5,28027.5,353276,28005.89,27892.8,28159.04,26288.17
2020-09-16,28036.5,28369.95,27963.5,28061.5,414355,28014.44,27905.3,28178.09,26290.01
2020-09-17,28048.5,28113.2,27544.5,27913.5,611208,27998.91,27905.91,28185.89,26289.41
2020-09-18,27897.5,27996.5,27486.75,27720.95,548149,27956.15,27892.21,28175.88,26288.51
